,Composition,delta_S,d_param,price,FT,density,hardness,uts1200C
22,Zr0.33Ti0.08V0.32W0.26,-1.2827750767283872,2.7531643,147.02727272727273,11.111741324828117,9.495062987520086,5.831741,0.08794731
23,Hf0.11Ta0.32Ti0.35V0.03Mo0.08W0.12,-1.5365436074539542,3.0795305,219.7316831683169,11.173902496155405,11.440830510302098,4.037287999999999,0.67188346
24,Hf0.33Zr0.22Ta0.04V0.25W0.16,-1.467508424745113,3.1229508,419.54,9.659806387719645,11.02118440920126,6.196518,0.4242765999999999
25,Zr0.19Ta0.23Nb0.18Cr0.1Mo0.16W0.14,-1.760955462857548,2.186151,106.515,13.447351976562231,11.48895004726655,5.2731066,0.4522735
26,Hf0.05Zr0.16Ta0.26Ti0.03Nb0.09Cr0.41,-1.4807058669533668,1.6769478,143.96500000000003,11.764646795809275,9.911535817651492,7.7257314,0.16461474
27,Zr0.15Ta0.24Ti0.27Nb0.02V0.14Cr0.17,-1.6353248426113114,2.7125885,142.23636363636362,9.121155139915006,8.547574458703258,4.5775440000000005,0.34604222
28,Hf0.28Ti0.17Mo0.23W0.32,-1.360307496089861,2.5726936,274.50800000000004,15.874374446188376,12.797016619667886,6.835213,1.0311527
29,Hf0.05Ti0.47V0.33W0.14,-1.1457616942727031,3.2777598,184.33434343434345,9.108982110235676,7.603797170087261,4.2510667,0.53172714
30,Zr0.08Ta0.03Ti0.21V0.39Cr0.3,-1.3634102274424147,2.1466908,166.09405940594058,9.78001718541006,6.596449649287107,6.69499,0.13178936
31,Zr0.09Ta0.08Ti0.41Nb0.42,-1.148678863665664,3.474363,69.048,6.445925328564299,7.309099619377557,1.8227755,0.6561868000000001
32,Ta0.26Nb0.11V0.06Cr0.19W0.38,-1.445064891203352,1.7846129,128.83599999999998,17.28110754577472,14.129629964407188,6.173592,0.2128708999999999
33,Zr0.16Ta0.18Nb0.29V0.27Cr0.08W0.02,-1.5946790625455851,2.6684477,192.32800000000003,8.536884276084889,9.094318790193784,5.7085743,0.16599575
34,Hf0.12Zr0.17V0.27Mo0.18W0.25,-1.564421591204565,2.4547024,236.66666666666669,13.984791066939776,10.98992126209034,5.5810294,0.51849663
35,Hf0.38Zr0.04Ti0.09Nb0.15V0.36,-1.36551451459724,3.5091724,486.25196078431367,6.823113077532541,9.040081212539391,5.646128,0.5167507
36,Zr0.02Ta0.33Ti0.35Cr0.16Mo0.04W0.09,-1.450220041748358,2.5488522,115.23434343434344,11.882207325728588,10.540523348073624,5.164059,0.4333172999999999
37,Hf0.16Zr0.17Ta0.24Ti0.11Mo0.17W0.15,-1.7655545239939536,2.782227,238.586,12.571850409849874,12.173507734147456,5.323898000000001,0.66283464
38,Hf0.03Zr0.24Ti0.23Cr0.31Mo0.02W0.19,-1.5425762490573809,1.952169,48.05686274509805,13.075954253189607,8.910123499705847,4.806866599999999,0.36355826
39,Hf0.16Ti0.31V0.3Cr0.15Mo0.07W0.02,-1.566428260190163,2.7752008,265.39603960396045,9.637589511834175,7.543795361669956,4.836721,0.59756804
40,Hf0.28Ta0.14Mo0.44W0.13,-1.2581463397389825,2.3694704,321.1242424242424,16.16666736319585,12.964920078826172,7.492415400000001,1.2363355
41,Hf0.16Ta0.18Nb0.23V0.08Cr0.35,-1.5093982594890307,1.8549138,253.938,11.28185077174942,10.115086835803393,7.412917,0.38845003
42,Hf0.34Ta0.26Ti0.04Mo0.3W0.06,-1.3757859506358856,2.757176,401.736,13.288542657419386,13.067007636373964,7.447105,1.0366606
43,Zr0.2Nb0.33Cr0.25Mo0.22,-1.3674279400374751,1.7664535,46.84,12.131521221835632,8.127039821670481,6.630466499999999,0.63117266
44,Zr0.19Nb0.35Cr0.09W0.37,-1.2675651187865502,2.1023583,50.916,14.5248678814011,11.799508210314212,6.0814962,0.28431374
45,Ta0.03Ti0.17Nb0.38V0.28W0.14,-1.4057975191472716,2.8332179,156.61900000000003,9.629053691543431,8.8611867666134,4.7983080000000005,0.37758464
46,Ta0.26V0.21Cr0.15Mo0.08W0.29,-1.5235850281249104,1.9058148,178.61111111111111,16.454963708274516,13.086111210629802,6.0516415,0.28759232
47,Hf0.15Zr0.14Ti0.26Cr0.45,-1.2693914093943943,1.8684863,147.46599999999995,10.961553589140918,7.438393012957327,3.4721453,0.48145154
48,Ta0.33Ti0.29Nb0.01Mo0.25W0.12,-1.371899145816465,2.6604238,121.47,13.735290022987142,11.581336558303022,5.716117400000001,0.8024281
49,Zr0.29Ti0.09Nb0.35V0.06Cr0.21,-1.4396770817348572,2.3801486,66.846,8.239037545687491,7.173108629536445,5.1295443,0.2935769
50,Hf0.13V0.43Cr0.23Mo0.03W0.17,-1.3725907110966744,1.95837,294.8646464646464,13.251284586666433,9.730694076347882,7.3057685,0.1284219
51,Hf0.27Zr0.08Ti0.1Nb0.37V0.18,-1.4623738554334584,3.4038215,348.11,6.633648841873503,8.789149626978448,4.854862000000001,0.6276199
52,Hf0.28Zr0.19Ta0.07Nb0.05Cr0.13W0.26,-1.6233719909664868,2.4384787,301.6010204081632,13.198866756776573,12.609511878294336,6.510413,0.4462610999999999
53,Ta0.1V0.44Cr0.09Mo0.33W0.03,-1.2792604600005295,2.053482,217.91717171717167,13.83141140608818,9.025296379755703,6.86579,0.47449666
54,Zr0.12Ta0.19Nb0.31V0.17W0.21,-1.562005968170037,2.5968966,163.13100000000003,11.560005155218676,11.515967743912116,5.023466,0.2579487
55,Hf0.22Zr0.13Nb0.16V0.22Cr0.23Mo0.04,-1.6914384503735675,2.3216124,304.985,9.681042762821685,8.59156998839134,5.617322,0.41857535
56,Zr0.05Ti0.12Nb0.36Cr0.16Mo0.32,-1.4298446919532302,1.9820201,47.93168316831682,12.841529219861288,8.206595093324474,5.9253693,0.92478544
57,Zr0.01Ta0.09Ti0.15Nb0.23Cr0.21Mo0.32,-1.5777152752408452,1.8685093,64.05940594059406,13.775955973153154,8.835726434704446,7.4458447,0.9250155
58,Hf0.22Ta0.24V0.3Cr0.12W0.12,-1.5456711165179882,2.5483994,393.744,11.665585513226798,11.88290294985143,7.8150473,0.31117073
59,Zr0.11Ta0.23Ti0.2Nb0.16Cr0.08Mo0.22,-1.7310927229741868,2.5367665,101.451,11.363389919469604,9.539954684414669,5.187541,0.7264676
60,Ta0.29V0.18Cr0.26Mo0.27,-1.3714064251639502,1.6700631,173.05099999999996,14.734196212750426,10.52197226539118,8.070805,0.5621974000000001
61,Hf0.19Ta0.23Ti0.24Nb0.22V0.06Cr0.06,-1.6667897149530602,3.1703582,288.064,8.284917525566199,10.062220693521216,3.8368218,0.6515026999999999
62,Zr0.06Ti0.25Nb0.16V0.36W0.17,-1.477618379725237,2.936521,163.44799999999995,9.856022976671026,8.341412870317162,5.0995345,0.29882994
63,Ta0.06Ti0.11Nb0.35V0.15Cr0.15Mo0.18,-1.6568423395533198,2.1757252,116.345,11.227068179508604,8.290674027625599,5.737845,0.6435881999999999
64,Hf0.28Ti0.22Nb0.07V0.31W0.13,-1.5039821249658187,3.2368255,380.6980198019802,9.218871891110435,9.59922684522483,6.2621117,0.5764988
65,Hf0.07Zr0.34Ta0.26Ti0.04V0.01Cr0.28,-1.4344197600052864,2.227895,163.684,10.093339455097388,9.72133494083744,6.894256599999999,0.10086578
66,Hf0.42Ta0.3Nb0.03V0.26,-1.1809779651246823,3.3743942,568.5821782178217,8.279285368097495,12.238615476383906,7.317247999999999,0.5767795
67,Zr0.15Ta0.17Ti0.09V0.28Cr0.13W0.18,-1.7328385796325767,2.357412,175.03400000000005,12.103652733662267,10.285317130592402,5.810671,0.15157703
68,Hf0.07Zr0.36Ti0.15V0.24W0.18,-1.4896822918398716,3.0698824,176.865,9.298410490426535,8.833906013620965,5.372043,0.26478565
69,Hf0.02Ta0.41Nb0.27W0.3,-1.158507526708311,2.4632323,179.622,14.464945024605372,14.90135456333094,5.113479,0.26369262
70,Hf0.32Zr0.09Ta0.14Nb0.11V0.26W0.08,-1.6516875557579902,3.172964,447.359,8.926641392340311,11.172790936670005,7.3702993,0.47495455
71,Hf0.19Ti0.35Nb0.19Cr0.24W0.03,-1.4462202644399988,2.5881696,194.674,9.673386644637562,8.072214354711521,4.1509004,0.72069645
72,Ti0.36Cr0.29Mo0.21W0.14,-1.3297698393797592,1.819162,20.301,15.110623655171954,8.545621957640357,5.5587864,0.88565624
73,Hf0.06Zr0.17Ta0.03Nb0.36V0.26W0.13,-1.558496348344904,2.8226273,203.14059405940603,9.17887408373057,9.395727786892692,5.47869,0.26360798
74,Hf0.19Ta0.11Ti0.34Nb0.36,-1.2929289037249525,3.5136354,240.114,6.928911751284863,8.90604404993045,2.657324,0.77160716
75,Ta0.02Ti0.1Nb0.06V0.22Mo0.37W0.22,-1.5113931559079017,2.1457744,121.05959595959597,16.504195021173366,10.611217597624751,4.8885727,0.88801247
76,Hf0.03Ta0.19Ti0.27Nb0.1Cr0.2W0.21,-1.6541377815331342,2.2295635,107.292,13.528766629667802,11.035235807901916,5.509523000000001,0.4420649
77,Ta0.01Ti0.4V0.32Cr0.16W0.11,-1.3132002398804188,2.6250854,136.387,10.41797720496821,7.275154988873996,4.861379599999999,0.39178973
78,Zr0.31V0.2Cr0.24Mo0.26,-1.3777013805776863,1.8468947,100.18118811881187,12.36692597894784,7.568892403451048,6.558617599999999,0.48589343
79,Hf0.3Ta0.11Ti0.12V0.17W0.29,-1.5186399324615487,2.898904,385.2636363636364,12.856318445730672,12.974459179985535,7.2797117,0.61365783
80,Hf0.23Ti0.24V0.04Cr0.07Mo0.24W0.19,-1.6534834886969627,2.519739,239.7990099009901,14.248972130509587,10.778285387612469,6.4287467000000005,1.028229
81,Ta0.32Nb0.28V0.16Cr0.15W0.08,-1.5008886833251576,2.2303858,191.55757575757576,11.48099560239347,11.345367239686803,5.638664,0.24877751
82,Ta0.16Nb0.31V0.13Mo0.22W0.18,-1.563280284409192,2.2693465,141.68200000000004,14.301557524657524,11.629000599532194,5.2529373,0.6553705
83,Hf0.35Zr0.19Ta0.32Ti0.14,-1.3228514433831242,3.5801523,423.527,7.510827486120057,11.747559768964804,4.5982122,0.5614676
84,Hf0.16Zr0.04Ti0.17Nb0.21Mo0.34W0.07,-1.6038802449102076,2.6032474,183.3878787878788,12.818164380700436,9.7283229393258,6.0694995,1.1080575
85,Zr0.19Ta0.25Ti0.1Nb0.15V0.3,-1.5381308679061538,3.188963,216.72626262626264,7.425034566326483,9.024680529944757,4.505851,0.19502854
86,Hf0.2Ta0.07Ti0.3Nb0.43,-1.2321347565965428,3.4753642,242.158,6.817554895046753,8.786987122602689,3.2150836,0.76839995
87,Hf0.2Ti0.24Nb0.09V0.28Mo0.19,-1.5530799311428458,3.0874534,305.9310000000001,9.421648234390922,8.160605697391352,5.8141813,0.84264076
88,Hf0.15Zr0.19Ta0.22Ti0.08Nb0.25Mo0.11,-1.7246471504830492,3.0669074,237.4360000000001,8.830914878767148,10.387061635711063,5.3536863,0.6227664
89,Zr0.25Ta0.02Nb0.27V0.22W0.25,-1.4580157382426746,2.6015625,130.84356435643565,11.238324450734153,10.195533687474592,5.791856299999999,0.18894124
90,Zr0.1Ta0.37Ti0.01Nb0.31Mo0.21,-1.3349863036980096,2.5994816,154.224,11.241726085527334,11.46354223138326,4.255339,0.60157645
91,Hf0.18Ti0.21Nb0.44V0.11W0.07,-1.4265796301390163,3.1916368,244.49702970297025,8.03262047981007,8.963057035405644,4.007013,0.68495286
92,Ta0.28Ti0.1Cr0.05Mo0.27W0.3,-1.4511873498981094,2.0813987,110.41700000000002,17.946902925905835,13.76154861293675,5.832095,0.73136467
93,Zr0.13Ta0.23Ti0.1V0.11Cr0.23Mo0.19,-1.7298773329819528,2.0027025,131.19595959595958,12.656728278450382,9.469579683742715,6.8478417,0.5155651
94,Ta0.24Ti0.01Nb0.24Cr0.12Mo0.31W0.08,-1.5506241927217352,1.9307979,111.924,15.14545379325354,11.494084145453304,7.174591,0.7962739999999999
95,Zr0.28Nb0.17Cr0.31Mo0.25,-1.367303366901913,1.607141,37.50396039603961,12.910870890356383,7.965677824728157,6.2966795,0.6168057
96,Ta0.45Nb0.44V0.07W0.05,-1.0564947224717165,2.7848637,204.7316831683168,9.779211939777449,12.337741780323867,3.85412,0.3344647999999999
97,Hf0.18Ti0.42V0.24Mo0.16,-1.3087349150458951,3.3343248,265.73,8.690391162164547,7.415587004808367,3.7768495,0.9277606
98,Zr0.06Ta0.23Nb0.45Cr0.26,-1.2163977278884746,1.9796128,114.95,10.311489179735371,9.882949540421691,6.785786999999999,0.30277246
99,Hf0.29Ti0.27Nb0.05V0.02Mo0.03W0.35,-1.413165113916484,2.900671,286.82871287128705,13.511182379218464,12.3790055020283,7.1152215,0.8015357
100,Ta0.23Ti0.29Nb0.22Cr0.27,-1.3836371339281923,2.2678378,95.56732673267328,10.33006646931972,8.879678886411996,4.951126599999999,0.4452524999999999
101,Hf0.12Zr0.16Ti0.07V0.33Cr0.33,-1.4655101933132983,2.0557103,242.4821782178217,9.938667993449114,7.403188765878744,6.082644999999999,0.1717914999999999
102,Hf0.25Zr0.21Ta0.13Ti0.1Nb0.2Mo0.11,-1.7344846573610992,3.2202692,296.05200000000013,8.35148807586314,10.033836261317028,4.7562194,0.7277898
103,Zr0.07Ta0.13Ti0.26Nb0.05Mo0.4W0.07,-1.504067167777721,2.487733,70.39795918367349,14.053941344631186,9.702513849305422,6.161253,1.1326201
104,Ta0.26V0.24Mo0.26W0.23,-1.3810116954098286,2.2081606,194.00505050505052,16.305701215202753,12.821721092227945,5.6075497,0.5840206
105,Hf0.43Ta0.16V0.16Cr0.26,-1.2995723470974252,2.4735587,496.0039603960397,10.449422611508584,11.143581102377016,5.3330197,0.57578164
106,Hf0.27Zr0.33Nb0.14V0.27,-1.3481544587755598,3.5273495,367.5019801980197,6.124860987726692,8.491433021932009,4.9098387,0.35314372
107,Hf0.22Ta0.1Ti0.34V0.23Cr0.03W0.07,-1.5595323079628618,3.3275318,327.75858585858595,8.659290403147471,9.189298954159977,4.237953,0.6683968000000001
108,Zr0.31Ta0.21Nb0.12Cr0.35,-1.3126721193200417,1.8312991,91.4979797979798,10.65838325316391,9.157771959423616,7.568001,0.0653454659999999
109,Hf0.2Zr0.16Nb0.09V0.29Cr0.02Mo0.24,-1.611547670167885,2.7477047,315.1020000000001,10.268797500892004,8.80247108604985,7.1817055,0.6749979
110,Ta0.4Ti0.07V0.06Cr0.17W0.31,-1.3857685257348904,2.0230904,159.66336633663366,16.14818708833371,14.214992422883553,5.915045,0.18058395
111,Zr0.01Ti0.41Mo0.41W0.16,-1.0703751938723132,2.4877396,27.53232323232324,15.181819322808645,9.141065552430303,5.099774,1.3110819
112,Zr0.15Ta0.1V0.35Mo0.22W0.17,-1.5166050149137933,2.3793938,188.22020202020204,13.569895950480609,10.304999456918628,5.321651,0.3970396
113,Ta0.09Ti0.51Mo0.3W0.1,-1.1515711775403743,2.831103,49.607000000000006,12.716578496395336,8.694509931724216,4.876191,1.1118715
114,Ti0.31Nb0.08Cr0.19Mo0.12W0.3,-1.4962874107484787,1.996717,27.663,15.916233859834524,10.353355865818452,5.861325,0.7129383
115,Ti0.38Nb0.16V0.26W0.2,-1.3330216951373164,2.9881258,125.302,10.380034373222,8.486756179864871,4.690736,0.51770407
116,Hf0.16Zr0.02Ta0.17Ti0.12Nb0.42W0.12,-1.5458996445607167,2.9725816,237.0039603960396,9.747865936094431,11.260355942358412,4.360501,0.6018526999999999
117,Hf0.05Nb0.45V0.11Mo0.39,-1.1191426479713595,2.28532,141.509,12.575804702057956,9.029128962790724,6.4666986,0.9482702
118,Zr0.29V0.27Cr0.13Mo0.14W0.16,-1.5462011014364634,2.1328187,128.47777777777776,12.78956056719484,9.036522269305308,5.5032973,0.2763558
119,Hf0.24Zr0.21Ti0.17Cr0.09W0.29,-1.5471752836367716,2.6849842,236.863,12.616523368110864,11.43598441207284,6.523534,0.5314839
120,Hf0.01Zr0.28Ti0.02Nb0.1V0.37Cr0.23,-1.4168798747462443,2.283245,171.0831683168317,8.63241019878256,6.8461773067663385,7.3930826,0.02222377
121,Hf0.21Ti0.02Cr0.34Mo0.06W0.38,-1.3092583450956496,1.4996086,206.1881188118811,18.250915989249854,13.019006657261365,7.865904,0.5423571999999999
122,Hf0.3Ta0.36Ti0.08V0.25,-1.2776181722339273,3.348183,484.34949494949495,8.446429207745911,11.930134011526794,6.564205599999999,0.5298993000000001
123,Zr0.38Ti0.23Nb0.24W0.15,-1.332783326179522,3.1192744,42.628,8.487771957152034,8.350425454294427,4.0558558,0.37221307
124,Zr0.14Ti0.23Nb0.21V0.17W0.25,-1.5888235535497253,2.8041618,100.136,11.145791430418525,9.4968883346333,5.0641370000000006,0.4259733
125,Zr0.22Ta0.35Ti0.04Nb0.19V0.1Mo0.1,-1.6053568256427386,2.9062111,176.60399999999996,9.245513736098934,10.570117363419936,3.9519193,0.37396467
126,Ti0.3Nb0.26V0.24W0.2,-1.3758264976095542,2.8868208,125.226,10.494538095898433,8.834312171394227,4.711483,0.49217802
127,Hf0.14Zr0.5Ti0.11Cr0.25,-1.2112032209030112,2.5882933,148.187,8.251128508789996,7.450979011553544,2.397319,0.24735242
128,Hf0.38Ta0.37Nb0.13V0.08Mo0.04,-1.3315973033645194,3.2357652,500.972,9.102460965099596,13.088937255449288,6.925624000000001,0.6871515
129,Hf0.2Zr0.4Ti0.17V0.15Cr0.05W0.03,-1.529187886695082,3.4316363,256.10799999999995,6.796149037233522,7.889594535738987,3.802283,0.4251657999999999
130,Zr0.17Ta0.27Ti0.12Cr0.15W0.29,-1.5527358448413966,2.199467,103.598,14.58640207438502,12.650358115289633,5.166988,0.1569671
131,Hf0.15Ta0.11Nb0.3V0.16Cr0.27,-1.5352931100768776,2.083362,261.7555555555556,10.222578905555537,9.423780137887675,7.708727,0.38849407
132,Hf0.09Zr0.33Ti0.09Mo0.04W0.45,-1.287372371942194,2.5229282,111.785,14.9831073822283,12.59701013045671,5.2292557,0.34543607
133,Hf0.13Zr0.44Ta0.24Nb0.13Mo0.05,-1.383983397358964,3.2595997,223.57272727272724,7.4761761786251455,10.192027898376349,6.2029343,0.2809794
134,Ta0.11Ti0.15Cr0.26Mo0.24W0.22,-1.5532234131872555,1.5815194,57.05,17.617016116955355,11.188869553170276,7.153353699999999,0.77118117
135,Hf0.3Zr0.31Ti0.14V0.16Cr0.04W0.04,-1.550237465645076,3.444387,350.02727272727265,7.159977738679572,8.756587146988121,3.1687078,0.5272658
136,Zr0.25Nb0.11V0.14Cr0.27Mo0.13W0.11,-1.7261785751779757,1.7498236,83.3910891089109,13.046985850843274,8.71242189025903,6.2597213,0.34945264
137,Hf0.17Zr0.11V0.34Cr0.38,-1.2785101184251926,1.8344963,291.553,10.654100591993508,7.929476782026978,5.9973454,0.15868193
138,Hf0.06Ta0.26Ti0.1V0.12Cr0.3W0.16,-1.6581388006178466,1.8584013,190.958,14.12237948424394,11.517862254856365,7.320652000000001,0.29415902
139,Zr0.12Nb0.44Cr0.43Mo0.02,-1.0568106575899463,1.4293381,46.4950495049505,11.023583630043053,7.803262618898923,8.085511,0.3134535999999999
140,Hf0.1Zr0.13V0.01Cr0.33W0.43,-1.2703047151865166,1.4537222,116.954,18.09294459700546,12.772193335519704,7.2842474,0.26876754
141,Zr0.4Ta0.37V0.06Cr0.12Mo0.04,-1.2863809342312338,2.6495023,157.68888888888887,9.375009910501088,10.428386453484643,6.3504033,0.0456368329999999
142,Zr0.14Nb0.24V0.28Cr0.24W0.11,-1.5595022802779444,1.9542336,138.2940594059406,11.187061309857269,8.45622321210812,7.1679187,0.14288422
143,Hf0.27Ti0.06V0.22Cr0.21Mo0.25,-1.5297423579953215,2.1613197,337.0306930693069,12.66319601110092,9.198196269993906,6.546476999999999,0.82666147
144,Hf0.03Ta0.09Ti0.5Cr0.37,-1.0363587731154713,2.198278,65.05858585858586,10.6422896400149,6.999615968571223,4.4799495,0.5737920999999999
145,Hf0.33Zr0.33Ti0.27V0.07,-1.2713855311651736,3.9981384,339.352,5.503898813206957,8.176037675504531,2.101114,0.6698132
146,Hf0.17Zr0.38Nb0.25V0.19Cr0.02,-1.4092675727925157,3.3450947,259.2435643564356,6.193809153693148,8.067584586631607,5.541715,0.32040006
147,Hf0.17Ta0.04Ti0.06Nb0.32V0.27Cr0.15,-1.6014993038775236,2.6093562,295.9742574257426,8.64120267059475,8.600227392371137,7.0523777,0.40466356
148,Zr0.1Ta0.28Ti0.19V0.06Cr0.14W0.23,-1.6843137438344822,2.3471498,125.82799999999996,13.520914438470667,11.858081231358574,5.052155,0.27423543
149,Zr0.09Ta0.01Mo0.44W0.45,-0.9833267128472718,1.7869182,40.39191919191919,21.393064015839727,13.73689618171838,4.284802,1.1423756
150,Zr0.25Ti0.2Nb0.26V0.04Mo0.22W0.02,-1.5588039155199531,2.8486814,59.392929292929296,9.575977096514393,7.619775083647092,4.4322233,0.77231246
151,Zr0.33Ti0.13Cr0.22W0.33,-1.3300541410712658,1.9888489,27.20891089108911,14.43651291306204,10.470761815712944,5.527444999999999,0.19424835
152,Nb0.32V0.03Mo0.37W0.28,-1.1941194379047153,1.9569359,63.663,17.569929074156615,11.837854481368206,5.6298513,0.95369273
153,Zr0.38Ta0.05Ti0.25Mo0.32W0.01,-1.274712806417278,2.8551435,45.354455445544566,10.451548195953608,7.728346130146433,5.700835,0.8728843000000001
154,Hf0.31Nb0.17V0.2W0.32,-1.3508059405014283,2.71566,381.848,13.145236719127734,12.803485664858528,7.223389999999999,0.5482146999999999
155,Ti0.3Nb0.29V0.07Mo0.09W0.24,-1.4655466372558477,2.6712663,68.04545454545455,12.53450156260126,9.766199013284869,4.5587497,0.71038496
156,Hf0.27Zr0.35Cr0.26Mo0.12,-1.3256285127854823,2.2713795,263.24100000000004,10.551701055693249,8.967907469737014,0.24420205,0.55960834
157,Ti0.26Nb0.29V0.26Mo0.19,-1.3750007894792196,2.872156,135.585,9.397336438671337,7.163861673541641,4.1061916,0.72544944
158,Hf0.14Nb0.14Cr0.24Mo0.27W0.21,-1.5742755486692244,1.59995,158.48000000000005,17.194123990277276,11.462288561591716,7.6023273,0.88331497
159,Zr0.25Ti0.26Nb0.29W0.2,-1.37768388447858,2.965955,44.201,9.77658248577866,9.009187252921029,3.9006908,0.4660079000000001
160,Zr0.23Ti0.03V0.25Mo0.3W0.19,-1.4665265709070232,2.304712,123.871,14.271911594841429,9.762386742691838,4.54827,0.6157663000000001
161,Zr0.18Ti0.23Nb0.16V0.01Mo0.2W0.23,-1.6458669818300906,2.5553923,42.62772277227722,13.319820229018074,9.85078436684056,4.629932,0.7670642
162,Hf0.02Ta0.06Nb0.06V0.22Mo0.45W0.2,-1.4301738930831351,2.0124805,150.1594059405941,17.345229301216232,11.275810159014965,5.2623506,0.9464126
163,Hf0.14Nb0.31Cr0.39Mo0.01W0.14,-1.3268573564549806,1.4932472,163.1767676767677,13.781028129031055,10.2008895597911,7.7570076,0.4427032
164,Hf0.2Zr0.25Ta0.26V0.2Mo0.08,-1.5426461952695916,3.1662967,354.14444444444445,8.58749237931543,10.68672155454732,7.113436,0.44601393
165,Hf0.24Ta0.25Ti0.25Cr0.23Mo0.03,-1.4788773159467363,2.5992188,300.29,10.593870225190464,10.437553850023187,3.7629435,0.6280609
166,Ta0.11Nb0.24V0.07Cr0.03Mo0.34W0.21,-1.5711844173114349,1.9994569,103.143,16.606671759679255,11.82877074327824,5.4847803,0.8587252000000001
167,Hf0.35Ti0.02Nb0.08V0.33Mo0.16W0.06,-1.4756128385252243,2.9450982,457.666,10.467831363314897,10.192290760890552,7.188406,0.71236634
168,Hf0.07Zr0.07Ta0.16V0.31Cr0.04W0.34,-1.5241264814974158,2.3762453,249.7424242424242,14.575138549380975,12.77054150315245,5.369763,0.16437319
169,Zr0.19Ta0.02Nb0.07V0.31Cr0.34W0.06,-1.4785942441279425,1.7237656,145.39898989898984,11.270513386447677,7.834759822018793,7.326444,0.04554224
170,Zr0.25Ti0.22Nb0.22Cr0.11Mo0.19,-1.5711289623840567,2.5560763,39.73131313131314,9.935748805244277,7.265135108180269,4.395832,0.72451913
